symbol,underlying,asset_class,expiry,strike,type,bid,ask,last,mark,volume,open_interest,contract_size,underlying_ccy,quote_ccy,is_inverse,iv,asof_utc,spot
ETH-USD-250912-5200-P,ETH,crypto,2025-09-12 00:00:00+00:00,5200.0,P,0.191,0.1935,0.188,,40.0,,1.0,USD,USDT,False,,2025-09-08 16:14:53.475601+00:00,4359.33
ETH-USD-250912-5400-C,ETH,crypto,2025-09-12 00:00:00+00:00,5400.0,C,,0.0002,0.0009,,0.0,,1.0,USD,USDT,False,,2025-09-08 16:14:53.475601+00:00,4359.33
ETH-USD-250912-5400-P,ETH,crypto,2025-09-12 00:00:00+00:00,5400.0,P,0.237,0.2395,0.2405,,30.0,,1.0,USD,USDT,False,,2025-09-08 16:14:53.475601+00:00,4359.33
ETH-USD-250912-5600-C,ETH,crypto,2025-09-12 00:00:00+00:00,5600.0,C,,0.0001,0.0002,,0.0,,1.0,USD,USDT,False,,2025-09-08 16:14:53.475601+00:00,4359.33
ETH-USD-250912-5600-P,ETH,crypto,2025-09-12 00:00:00+00:00,5600.0,P,0.2825,0.285,0.2985,,10.0,,1.0,USD,USDT,False,,2025-09-08 16:14:53.475601+00:00,4359.33
ETH-USD-250912-5800-C,ETH,crypto,2025-09-12 00:00:00+00:00,5800.0,C,,0.0002,0.0003,,0.0,,1.0,USD,USDT,False,,2025-09-08 16:14:53.475601+00:00,4359.33
ETH-USD-250912-5800-P,ETH,crypto,2025-09-12 00:00:00+00:00,5800.0,P,0.3285,0.331,0.332,,20.0,,1.0,USD,USDT,False,,2025-09-08 16:14:53.475601+00:00,4359.33
ETH-USD-250912-6000-C,ETH,crypto,2025-09-12 00:00:00+00:00,6000.0,C,,0.0002,0.0001,,0.0,,1.0,USD,USDT,False,,2025-09-08 16:14:53.475601+00:00,4359.33
ETH-USD-250912-6000-P,ETH,crypto,2025-09-12 00:00:00+00:00,6000.0,P,0.3745,0.377,0.3725,,40.0,,1.0,USD,USDT,False,,2025-09-08 16:14:53.475601+00:00,4359.33
ETH-USD-250912-6200-C,ETH,crypto,2025-09-12 00:00:00+00:00,6200.0,C,,0.0002,0.0005,,0.0,,1.0,USD,USDT,False,,2025-09-08 16:14:53.475601+00:00,4359.33
ETH-USD-250912-6200-P,ETH,crypto,2025-09-12 00:00:00+00:00,6200.0,P,0.4205,0.424,,,0.0,,1.0,USD,USDT,False,,2025-09-08 16:14:53.475601+00:00,4359.33
ETH-USD-250912-6400-C,ETH,crypto,2025-09-12 00:00:00+00:00,6400.0,C,,0.0002,0.0015,,0.0,,1.0,USD,USDT,False,,2025-09-08 16:14:53.475601+00:00,4359.33
ETH-USD-250912-6400-P,ETH,crypto,2025-09-12 00:00:00+00:00,6400.0,P,0.4655,0.4695,,,0.0,,1.0,USD,USDT,False,,2025-09-08 16:14:53.475601+00:00,4359.33
ETH-USD-250912-6600-C,ETH,crypto,2025-09-12 00:00:00+00:00,6600.0,C,,0.0002,0.0002,,0.0,,1.0,USD,USDT,False,,2025-09-08 16:14:53.475601+00:00,4359.33
ETH-USD-250912-6600-P,ETH,crypto,2025-09-12 00:00:00+00:00,6600.0,P,0.512,0.516,,,0.0,,1.0,USD,USDT,False,,2025-09-08 16:14:53.475601+00:00,4359.33
