symbol,underlying,asset_class,expiry,strike,type,bid,ask,last,mark,volume,open_interest,contract_size,underlying_ccy,quote_ccy,is_inverse,iv,asof_utc,spot
NVDA250912C00170000,NVDA,equity,2025-09-12 00:00:00+00:00,170.0,C,0.0,0.0,1.86,,160225.0,0.0,100.0,USD,USD,False,0.0312596875,2025-09-08 06:52:32.072577+00:00,167.02
NVDA250912C00172500,NVDA,equity,2025-09-12 00:00:00+00:00,172.5,C,0.0,0.0,1.11,,90320.0,0.0,100.0,USD,USD,False,0.062509375,2025-09-08 06:52:32.072577+00:00,167.02
NVDA250912C00175000,NVDA,equity,2025-09-12 00:00:00+00:00,175.0,C,0.0,0.0,0.63,,133837.0,0.0,100.0,USD,USD,False,0.12500875,2025-09-08 06:52:32.072577+00:00,167.02
NVDA250912C00177500,NVDA,equity,2025-09-12 00:00:00+00:00,177.5,C,0.0,0.0,0.36,,25596.0,0.0,100.0,USD,USD,False,0.12500875,2025-09-08 06:52:32.072577+00:00,167.02
NVDA250912C00180000,NVDA,equity,2025-09-12 00:00:00+00:00,180.0,C,0.0,0.0,0.21,,62456.0,0.0,100.0,USD,USD,False,0.12500875,2025-09-08 06:52:32.072577+00:00,167.02
NVDA250912C00182500,NVDA,equity,2025-09-12 00:00:00+00:00,182.5,C,0.0,0.0,0.14,,17795.0,0.0,100.0,USD,USD,False,0.12500875,2025-09-08 06:52:32.072577+00:00,167.02
NVDA250912C00185000,NVDA,equity,2025-09-12 00:00:00+00:00,185.0,C,0.0,0.0,0.09,,20507.0,0.0,100.0,USD,USD,False,0.2500075,2025-09-08 06:52:32.072577+00:00,167.02
NVDA250912C00187500,NVDA,equity,2025-09-12 00:00:00+00:00,187.5,C,0.0,0.0,0.07,,5737.0,0.0,100.0,USD,USD,False,0.2500075,2025-09-08 06:52:32.072577+00:00,167.02
NVDA250912C00190000,NVDA,equity,2025-09-12 00:00:00+00:00,190.0,C,0.0,0.0,0.05,,10563.0,0.0,100.0,USD,USD,False,0.2500075,2025-09-08 06:52:32.072577+00:00,167.02
NVDA250912C00192500,NVDA,equity,2025-09-12 00:00:00+00:00,192.5,C,0.0,0.0,0.05,,6533.0,0.0,100.0,USD,USD,False,0.2500075,2025-09-08 06:52:32.072577+00:00,167.02
NVDA250912C00195000,NVDA,equity,2025-09-12 00:00:00+00:00,195.0,C,0.0,0.0,0.04,,4972.0,0.0,100.0,USD,USD,False,0.2500075,2025-09-08 06:52:32.072577+00:00,167.02
NVDA250912C00197500,NVDA,equity,2025-09-12 00:00:00+00:00,197.5,C,0.0,0.0,0.03,,1340.0,0.0,100.0,USD,USD,False,0.2500075,2025-09-08 06:52:32.072577+00:00,167.02
NVDA250912C00200000,NVDA,equity,2025-09-12 00:00:00+00:00,200.0,C,0.0,0.0,0.02,,3491.0,0.0,100.0,USD,USD,False,0.2500075,2025-09-08 06:52:32.072577+00:00,167.02
NVDA250912C00202500,NVDA,equity,2025-09-12 00:00:00+00:00,202.5,C,0.0,0.0,0.02,,1884.0,0.0,100.0,USD,USD,False,0.2500075,2025-09-08 06:52:32.072577+00:00,167.02
NVDA250912C00205000,NVDA,equity,2025-09-12 00:00:00+00:00,205.0,C,0.0,0.0,0.01,,1978.0,0.0,100.0,USD,USD,False,0.500005,2025-09-08 06:52:32.072577+00:00,167.02
NVDA250912C00210000,NVDA,equity,2025-09-12 00:00:00+00:00,210.0,C,0.0,0.0,0.02,,1691.0,0.0,100.0,USD,USD,False,0.500005,2025-09-08 06:52:32.072577+00:00,167.02
NVDA250912C00215000,NVDA,equity,2025-09-12 00:00:00+00:00,215.0,C,0.0,0.0,0.01,,356.0,0.0,100.0,USD,USD,False,0.500005,2025-09-08 06:52:32.072577+00:00,167.02
NVDA250912C00220000,NVDA,equity,2025-09-12 00:00:00+00:00,220.0,C,0.0,0.0,0.01,,9.0,0.0,100.0,USD,USD,False,0.500005,2025-09-08 06:52:32.072577+00:00,167.02
NVDA250912C00225000,NVDA,equity,2025-09-12 00:00:00+00:00,225.0,C,0.0,0.0,0.01,,4.0,0.0,100.0,USD,USD,False,0.500005,2025-09-08 06:52:32.072577+00:00,167.02
NVDA250912C00230000,NVDA,equity,2025-09-12 00:00:00+00:00,230.0,C,0.0,0.0,0.01,,1.0,0.0,100.0,USD,USD,False,0.500005,2025-09-08 06:52:32.072577+00:00,167.02
NVDA250912C00235000,NVDA,equity,2025-09-12 00:00:00+00:00,235.0,C,0.0,0.0,0.01,,1.0,0.0,100.0,USD,USD,False,0.500005,2025-09-08 06:52:32.072577+00:00,167.02
NVDA250912C00240000,NVDA,equity,2025-09-12 00:00:00+00:00,240.0,C,0.0,0.0,0.01,,9.0,0.0,100.0,USD,USD,False,0.500005,2025-09-08 06:52:32.072577+00:00,167.02
NVDA250912C00245000,NVDA,equity,2025-09-12 00:00:00+00:00,245.0,C,0.0,0.0,0.01,,1.0,0.0,100.0,USD,USD,False,0.500005,2025-09-08 06:52:32.072577+00:00,167.02
NVDA250912C00250000,NVDA,equity,2025-09-12 00:00:00+00:00,250.0,C,0.0,0.0,0.03,,11.0,0.0,100.0,USD,USD,False,0.500005,2025-09-08 06:52:32.072577+00:00,167.02
NVDA250912C00255000,NVDA,equity,2025-09-12 00:00:00+00:00,255.0,C,0.0,0.0,0.01,,3.0,0.0,100.0,USD,USD,False,0.500005,2025-09-08 06:52:32.072577+00:00,167.02
NVDA250912C00260000,NVDA,equity,2025-09-12 00:00:00+00:00,260.0,C,0.0,0.0,0.01,,1.0,0.0,100.0,USD,USD,False,0.500005,2025-09-08 06:52:32.072577+00:00,167.02
NVDA250912C00265000,NVDA,equity,2025-09-12 00:00:00+00:00,265.0,C,0.0,0.0,0.03,,34.0,0.0,100.0,USD,USD,False,0.500005,2025-09-08 06:52:32.072577+00:00,167.02
NVDA250912C00270000,NVDA,equity,2025-09-12 00:00:00+00:00,270.0,C,0.0,0.0,0.01,,1.0,0.0,100.0,USD,USD,False,0.500005,2025-09-08 06:52:32.072577+00:00,167.02
NVDA250912C00275000,NVDA,equity,2025-09-12 00:00:00+00:00,275.0,C,0.0,0.0,0.02,,3.0,0.0,100.0,USD,USD,False,0.500005,2025-09-08 06:52:32.072577+00:00,167.02
NVDA250912C00280000,NVDA,equity,2025-09-12 00:00:00+00:00,280.0,C,0.0,0.0,0.02,,1.0,0.0,100.0,USD,USD,False,0.500005,2025-09-08 06:52:32.072577+00:00,167.02
NVDA250912C00285000,NVDA,equity,2025-09-12 00:00:00+00:00,285.0,C,0.0,0.0,0.01,,220.0,0.0,100.0,USD,USD,False,0.500005,2025-09-08 06:52:32.072577+00:00,167.02
NVDA250912C00290000,NVDA,equity,2025-09-12 00:00:00+00:00,290.0,C,0.0,0.0,0.01,,1.0,0.0,100.0,USD,USD,False,0.500005,2025-09-08 06:52:32.072577+00:00,167.02
NVDA250912C00295000,NVDA,equity,2025-09-12 00:00:00+00:00,295.0,C,0.0,0.0,0.01,,1.0,0.0,100.0,USD,USD,False,0.500005,2025-09-08 06:52:32.072577+00:00,167.02
NVDA250912C00300000,NVDA,equity,2025-09-12 00:00:00+00:00,300.0,C,0.0,0.0,0.01,,,0.0,100.0,USD,USD,False,0.500005,2025-09-08 06:52:32.072577+00:00,167.02
NVDA250912C00330000,NVDA,equity,2025-09-12 00:00:00+00:00,330.0,C,0.0,0.0,0.01,,1.0,0.0,100.0,USD,USD,False,0.500005,2025-09-08 06:52:32.072577+00:00,167.02
NVDA250912C00340000,NVDA,equity,2025-09-12 00:00:00+00:00,340.0,C,0.0,0.0,0.01,,5.0,0.0,100.0,USD,USD,False,0.500005,2025-09-08 06:52:32.072577+00:00,167.02
NVDA250912C00350000,NVDA,equity,2025-09-12 00:00:00+00:00,350.0,C,0.0,0.0,0.01,,1.0,0.0,100.0,USD,USD,False,0.500005,2025-09-08 06:52:32.072577+00:00,167.02
NVDA250912C00360000,NVDA,equity,2025-09-12 00:00:00+00:00,360.0,C,0.0,0.0,0.01,,,0.0,100.0,USD,USD,False,0.500005,2025-09-08 06:52:32.072577+00:00,167.02
NVDA250912C00365000,NVDA,equity,2025-09-12 00:00:00+00:00,365.0,C,0.0,0.0,0.01,,1.0,0.0,100.0,USD,USD,False,0.500005,2025-09-08 06:52:32.072577+00:00,167.02
NVDA250912P00050000,NVDA,equity,2025-09-12 00:00:00+00:00,50.0,P,0.0,0.0,0.01,,3.0,0.0,100.0,USD,USD,False,0.500005,2025-09-08 06:52:32.072577+00:00,167.02
NVDA250912P00055000,NVDA,equity,2025-09-12 00:00:00+00:00,55.0,P,0.0,0.0,0.01,,,0.0,100.0,USD,USD,False,0.500005,2025-09-08 06:52:32.072577+00:00,167.02
NVDA250912P00060000,NVDA,equity,2025-09-12 00:00:00+00:00,60.0,P,0.0,0.0,0.01,,1.0,0.0,100.0,USD,USD,False,0.500005,2025-09-08 06:52:32.072577+00:00,167.02
NVDA250912P00065000,NVDA,equity,2025-09-12 00:00:00+00:00,65.0,P,0.0,0.0,0.01,,200.0,0.0,100.0,USD,USD,False,0.500005,2025-09-08 06:52:32.072577+00:00,167.02
NVDA250912P00070000,NVDA,equity,2025-09-12 00:00:00+00:00,70.0,P,0.0,0.0,0.01,,1.0,0.0,100.0,USD,USD,False,0.500005,2025-09-08 06:52:32.072577+00:00,167.02
NVDA250912P00075000,NVDA,equity,2025-09-12 00:00:00+00:00,75.0,P,0.0,0.0,0.01,,15.0,0.0,100.0,USD,USD,False,0.500005,2025-09-08 06:52:32.072577+00:00,167.02
NVDA250912P00080000,NVDA,equity,2025-09-12 00:00:00+00:00,80.0,P,0.0,0.0,0.02,,1.0,0.0,100.0,USD,USD,False,0.500005,2025-09-08 06:52:32.072577+00:00,167.02
NVDA250912P00085000,NVDA,equity,2025-09-12 00:00:00+00:00,85.0,P,0.0,0.0,0.01,,4.0,0.0,100.0,USD,USD,False,0.500005,2025-09-08 06:52:32.072577+00:00,167.02
NVDA250912P00090000,NVDA,equity,2025-09-12 00:00:00+00:00,90.0,P,0.0,0.0,0.01,,4.0,0.0,100.0,USD,USD,False,0.500005,2025-09-08 06:52:32.072577+00:00,167.02
NVDA250912P00095000,NVDA,equity,2025-09-12 00:00:00+00:00,95.0,P,0.0,0.0,0.01,,10.0,0.0,100.0,USD,USD,False,0.500005,2025-09-08 06:52:32.072577+00:00,167.02
NVDA250912P00100000,NVDA,equity,2025-09-12 00:00:00+00:00,100.0,P,0.0,0.0,0.01,,5840.0,0.0,100.0,USD,USD,False,0.500005,2025-09-08 06:52:32.072577+00:00,167.02
NVDA250912P00105000,NVDA,equity,2025-09-12 00:00:00+00:00,105.0,P,0.0,0.0,0.01,,2849.0,0.0,100.0,USD,USD,False,0.500005,2025-09-08 06:52:32.072577+00:00,167.02
NVDA250912P00110000,NVDA,equity,2025-09-12 00:00:00+00:00,110.0,P,0.0,0.0,0.01,,4196.0,0.0,100.0,USD,USD,False,0.500005,2025-09-08 06:52:32.072577+00:00,167.02
NVDA250912P00115000,NVDA,equity,2025-09-12 00:00:00+00:00,115.0,P,0.0,0.0,0.02,,71.0,0.0,100.0,USD,USD,False,0.500005,2025-09-08 06:52:32.072577+00:00,167.02
NVDA250912P00120000,NVDA,equity,2025-09-12 00:00:00+00:00,120.0,P,0.0,0.0,0.02,,269.0,0.0,100.0,USD,USD,False,0.500005,2025-09-08 06:52:32.072577+00:00,167.02
NVDA250912P00125000,NVDA,equity,2025-09-12 00:00:00+00:00,125.0,P,0.0,0.0,0.03,,851.0,0.0,100.0,USD,USD,False,0.500005,2025-09-08 06:52:32.072577+00:00,167.02
NVDA250912P00130000,NVDA,equity,2025-09-12 00:00:00+00:00,130.0,P,0.0,0.0,0.04,,1461.0,0.0,100.0,USD,USD,False,0.500005,2025-09-08 06:52:32.072577+00:00,167.02
NVDA250912P00135000,NVDA,equity,2025-09-12 00:00:00+00:00,135.0,P,0.0,0.0,0.06,,4188.0,0.0,100.0,USD,USD,False,0.500005,2025-09-08 06:52:32.072577+00:00,167.02
NVDA250912P00140000,NVDA,equity,2025-09-12 00:00:00+00:00,140.0,P,0.0,0.0,0.09,,17051.0,0.0,100.0,USD,USD,False,0.2500075,2025-09-08 06:52:32.072577+00:00,167.02
NVDA250912P00145000,NVDA,equity,2025-09-12 00:00:00+00:00,145.0,P,0.0,0.0,0.13,,9468.0,0.0,100.0,USD,USD,False,0.2500075,2025-09-08 06:52:32.072577+00:00,167.02
NVDA250912P00150000,NVDA,equity,2025-09-12 00:00:00+00:00,150.0,P,0.0,0.0,0.22,,15004.0,0.0,100.0,USD,USD,False,0.2500075,2025-09-08 06:52:32.072577+00:00,167.02
NVDA250912P00152500,NVDA,equity,2025-09-12 00:00:00+00:00,152.5,P,0.0,0.0,0.29,,6449.0,0.0,100.0,USD,USD,False,0.12500875,2025-09-08 06:52:32.072577+00:00,167.02
NVDA250912P00155000,NVDA,equity,2025-09-12 00:00:00+00:00,155.0,P,0.0,0.0,0.4,,32737.0,0.0,100.0,USD,USD,False,0.12500875,2025-09-08 06:52:32.072577+00:00,167.02
NVDA250912P00157500,NVDA,equity,2025-09-12 00:00:00+00:00,157.5,P,0.0,0.0,0.59,,17079.0,0.0,100.0,USD,USD,False,0.12500875,2025-09-08 06:52:32.072577+00:00,167.02
NVDA250912P00160000,NVDA,equity,2025-09-12 00:00:00+00:00,160.0,P,0.0,0.0,0.91,,61539.0,0.0,100.0,USD,USD,False,0.062509375,2025-09-08 06:52:32.072577+00:00,167.02
NVDA250912P00162500,NVDA,equity,2025-09-12 00:00:00+00:00,162.5,P,0.0,0.0,1.42,,23787.0,0.0,100.0,USD,USD,False,0.062509375,2025-09-08 06:52:32.072577+00:00,167.02
NVDA250912P00165000,NVDA,equity,2025-09-12 00:00:00+00:00,165.0,P,0.0,0.0,2.18,,70835.0,0.0,100.0,USD,USD,False,0.0312596875,2025-09-08 06:52:32.072577+00:00,167.02
NVDA250912P00167500,NVDA,equity,2025-09-12 00:00:00+00:00,167.5,P,0.0,0.0,3.27,,28232.0,0.0,100.0,USD,USD,False,1.0000000000000003e-05,2025-09-08 06:52:32.072577+00:00,167.02
NVDA250912P00170000,NVDA,equity,2025-09-12 00:00:00+00:00,170.0,P,0.0,0.0,4.7,,19191.0,0.0,100.0,USD,USD,False,1.0000000000000003e-05,2025-09-08 06:52:32.072577+00:00,167.02
NVDA250912P00172500,NVDA,equity,2025-09-12 00:00:00+00:00,172.5,P,0.0,0.0,6.52,,5808.0,0.0,100.0,USD,USD,False,1.0000000000000003e-05,2025-09-08 06:52:32.072577+00:00,167.02
NVDA250912P00175000,NVDA,equity,2025-09-12 00:00:00+00:00,175.0,P,0.0,0.0,8.46,,8092.0,0.0,100.0,USD,USD,False,1.0000000000000003e-05,2025-09-08 06:52:32.072577+00:00,167.02
NVDA250912P00177500,NVDA,equity,2025-09-12 00:00:00+00:00,177.5,P,0.0,0.0,10.98,,1771.0,0.0,100.0,USD,USD,False,1.0000000000000003e-05,2025-09-08 06:52:32.072577+00:00,167.02
NVDA250912P00180000,NVDA,equity,2025-09-12 00:00:00+00:00,180.0,P,0.0,0.0,13.19,,3860.0,0.0,100.0,USD,USD,False,1.0000000000000003e-05,2025-09-08 06:52:32.072577+00:00,167.02
NVDA250912P00182500,NVDA,equity,2025-09-12 00:00:00+00:00,182.5,P,0.0,0.0,15.6,,784.0,0.0,100.0,USD,USD,False,1.0000000000000003e-05,2025-09-08 06:52:32.072577+00:00,167.02
NVDA250912P00185000,NVDA,equity,2025-09-12 00:00:00+00:00,185.0,P,0.0,0.0,18.2,,196.0,0.0,100.0,USD,USD,False,1.0000000000000003e-05,2025-09-08 06:52:32.072577+00:00,167.02
NVDA250912P00187500,NVDA,equity,2025-09-12 00:00:00+00:00,187.5,P,0.0,0.0,20.73,,72.0,0.0,100.0,USD,USD,False,1.0000000000000003e-05,2025-09-08 06:52:32.072577+00:00,167.02
